epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.5536702652573585,0.6030480628845386,0.4704978617032369,0.6791116162623354,0.7818222756899424
1,0.0001,0.3597371650338173,0.7264575095028543,0.4514004711310069,0.681200759269546,0.7738474785896724
2,0.0001,0.31190209263563157,0.7500882294861048,0.3468907682100932,0.724575623856861,0.8151397005092224
3,0.0001,0.2833950838446617,0.7659256791063632,0.35515779892603555,0.7093755879221965,0.8005087806469984
4,0.0001,0.26001062148809434,0.777801178470346,0.3923633702596029,0.70166169537665,0.783728046905979
5,0.0001,0.25308530595898626,0.7825348006346046,0.35248796860376996,0.711006490750659,0.8062935579256569
6,0.0001,0.23307201093435287,0.7959108027663906,0.30477977434794107,0.7510633044658568,0.8368814836177306
7,0.0001,0.2204928206205368,0.8036340175204684,0.34163101474444074,0.7292520028694679,0.8170739075570054
8,0.0001,0.21177230694890023,0.8116226730072117,0.32222632845242816,0.7404803798580313,0.8243189320334823
9,0.0001,0.20158029001951216,0.8185830708651867,0.2981565928459167,0.7479809113531329,0.8338993165105628
