epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.1896779852351924,0.17371657951772668,1.1961711219806768,0.02958911938996435,0.05271910984012053
1,0.0001,1.1174504839140793,0.3479577745306973,1.1313515913546386,0.3327853967785482,0.42759487561665377
2,0.0001,1.0901892130402313,0.5257906563809064,1.1125187969686996,0.3935500640896222,0.48236881412396243
3,0.0001,1.075241739722504,0.553697376925657,1.088062585897781,0.4558564681040624,0.5536853061713786
4,0.0001,1.0617389315846322,0.5836742987493367,1.0594141932588126,0.40934492569691705,0.5080638118718728
5,0.0001,1.0466089200699467,0.5845858050161362,1.036131267571569,0.6101030732017924,0.6982529180951441
6,0.0001,1.0316317232175805,0.5864955399485329,0.9817686811763437,0.5641247951830407,0.6593695356625571
7,0.0001,1.0147008984938435,0.5838222009510432,1.0651311323271324,0.4504777582027799,0.5436675388259358
8,0.0001,0.9977436312313738,0.6089813736842046,0.9764679568496781,0.5437654779032057,0.6349456910395107
9,0.0001,0.9832622162226973,0.6271422309999257,1.015219159461745,0.6500992079686043,0.7388093398320005
10,0.0001,0.970019929025365,0.6238529558737593,0.9497621239130222,0.6095561759594896,0.688714066551859
11,0.0001,0.9553433053794949,0.6315900569402969,0.7982788118884792,0.7165881112278013,0.7911168194284938
12,0.0001,0.9430700931055792,0.6297338573888221,0.9132400289851816,0.5425240834706487,0.625992932239927
13,0.0001,0.9295501756942135,0.6365852516307026,0.8511304753509599,0.6769881160218998,0.7545465628948799
14,0.0001,0.9170618468317492,0.6471694804694059,0.8765112925414464,0.6893235102210868,0.7628078262954785
15,0.0001,0.9048070612995104,0.6448114873469998,0.856452984126968,0.7325356384250473,0.8055179410707362
16,0.0001,0.8929830392201742,0.6737306356758752,0.8583477450974623,0.6390490318806245,0.7111586897565049
17,0.0001,0.8874349977778292,0.6542143350439984,0.9093890483654923,0.7005129617391428,0.77089670577076
18,0.0001,0.875955411072435,0.6806732480137997,0.8539766300862758,0.7609326195737516,0.8278311589358626
19,0.0001,0.8685522750876415,0.6799798822530874,0.841859540448117,0.7622855907239718,0.8290926984541832
20,0.0001,0.8623800743585346,0.6867955211153882,0.8208422049805147,0.6439067291099584,0.7112485883981409
21,0.0001,0.8557328917514319,0.690943494111697,0.7853517574281549,0.7680474327895875,0.8335683394783514
22,0.0001,0.8486935009901551,0.6915919979632769,0.8239273551720471,0.7636698374822791,0.8277676615593186
23,0.0001,0.8463510754464687,0.7110302886324538,0.8002034928930465,0.7489506938654196,0.813248391753579
24,0.0001,0.8423349679201498,0.7028331603267065,0.7758667025733833,0.7517207302208178,0.8150476416739075
25,0.0001,0.8372677317981062,0.7222317946521339,0.8084416197772002,0.7560609777230385,0.8178063236352706
26,0.0001,0.8332197172888394,0.7180455146966188,0.8073325085280528,0.7427273972635915,0.8055825473367233
27,0.0001,0.8297682315453716,0.7036748935884204,0.7837416640478163,0.7565985049568194,0.8185150991447476
28,0.0001,0.8308337269158199,0.7278484112599402,0.8350725362648317,0.7263711477675124,0.7910483333106063
29,0.0001,0.8288931921980847,0.7073435745655325,0.7623457971529745,0.7612105914736339,0.823598078011371
