epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.2350837618413597,0.04503765801469902,1.2028851461410524,0.0077402827957227475,0.015301879538484508
1,0.0001,1.18457837056632,0.05944995366604252,1.1760144090652467,0.04143628253727893,0.0793531215648618
2,0.0001,1.1664039185552886,0.048728849615921055,1.1682179069519043,0.0646448214951341,0.12117313579655287
3,0.0001,1.1543362224944915,0.05458110491397362,1.1457431411743164,0.06348282699527044,0.11881594237518239
4,0.0001,1.1453447498456397,0.06679619946282125,1.1357156419754029,0.07313583991511745,0.13570182665385555
5,0.0001,1.1321027628099076,0.08536027391321123,1.1312147283554077,0.08952633812162776,0.16368013278858456
6,0.0001,1.1220156797254928,0.0986202826133135,1.1150248289108275,0.08450359839583582,0.1553160233824406
7,0.0001,1.1137484649215081,0.10649986081223206,1.1007542896270752,0.07662483300379147,0.14196509450001663
8,0.0001,1.1044248944581156,0.11334371616591207,1.105450487136841,0.10045500647323824,0.18193951862930885
9,0.0001,1.0964885865799103,0.11657326710943222,1.0920044231414794,0.1165244834585149,0.20833098413815435
10,0.0001,1.0885785529107759,0.12052878715674861,1.0885733842849732,0.11755273154625379,0.2100574421203304
11,0.0001,1.0818218474436287,0.12020617983732422,1.077468023300171,0.12074293647669354,0.215139893234935
12,0.0001,1.0752710007657909,0.12147568110990994,1.0748063659667968,0.12150613003390381,0.21636376160938395
13,0.0001,1.0691795553823915,0.12249731620872845,1.068938970565796,0.12073809234192645,0.21519794692178643
14,0.0001,1.0636542385274714,0.12193528345845127,1.0645903158187866,0.11938111024387114,0.21308602034806318
15,0.0001,1.058630600120082,0.12287323515886561,1.0611572217941285,0.1206688917312127,0.21516199227940708
16,0.0001,1.0539237501645329,0.12350944209036459,1.055457262992859,0.12214355087211405,0.217519139034974
17,0.0001,1.0495366713013312,0.12430053624374046,1.0484072542190552,0.11916141266099471,0.21273351004086322
18,0.0001,1.0457993818051887,0.12405874505480578,1.0452423334121703,0.12049151636332799,0.21486433445916103
19,0.0001,1.0422046822730942,0.12588185285491058,1.0412623500823974,0.11883129626030056,0.21217003569206888
20,0.0001,1.038710022213483,0.12745493337426753,1.0387683629989624,0.1221979879435469,0.21760127006197658
21,0.0001,1.0359457068973117,0.12784254109218687,1.0377084112167358,0.12391022172560516,0.22027216824259965
22,0.0001,1.0332602997018834,0.12904058129287926,1.035253748893738,0.12509832703061233,0.22216560701995358
23,0.0001,1.0305918286545108,0.13104501822031697,1.0317985582351685,0.12505829555281975,0.22210181345800828
24,0.0001,1.0284960318093348,0.1322546654910875,1.0308683395385743,0.12416936401041481,0.22067171678813388
25,0.0001,1.0267891956098152,0.13271611949165912,1.0283740329742432,0.1241094553854104,0.22065049539808662
26,0.0001,1.0247996383243136,0.134957687647079,1.0249827671051026,0.12924813665822021,0.22868452088480523
27,0.0001,1.0231669045457936,0.13668138399212004,1.0223506689071655,0.13151457760904023,0.23218333907571306
28,0.0001,1.0215644559474906,0.13844791150826263,1.0239936017990112,0.13480881822928034,0.23728495384087261
29,0.0001,1.0202995972199873,0.14003481746695975,1.0230327367782592,0.13126218118336655,0.23174253203141115
