epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.161107605153864,0.03897928069494084,1.0451584100723266,0.01885322926858356,0.03683167623396394
1,0.0001,1.0300021027073716,0.08851031667545375,1.012917037010193,0.09608158283877472,0.17497456121688829
2,0.0001,0.9867230732031543,0.10857013413746268,0.9743028926849365,0.10662325547800984,0.19245476940496278
3,0.0001,0.9714342271438753,0.110653340400719,0.9635856556892395,0.10693250342767657,0.19285162675347034
4,0.0001,0.950439761383365,0.1162252924612531,0.9427407813072205,0.11506038364458689,0.20613372441293523
5,0.0001,0.9297979853369973,0.12171596458604453,0.9276273798942566,0.11546109291477948,0.20676920551605424
6,0.0001,0.916582273112403,0.12469885904282026,0.9170569038391113,0.12175844051659604,0.2168263519826399
7,0.0001,0.9064871891580447,0.12636732044611723,0.9093705034255981,0.11664411926944654,0.2087151625179104
8,0.0001,0.8975155534166278,0.12721065223321693,0.9009707689285278,0.12245343342291569,0.2179451725208458
9,0.0001,0.8892138660556138,0.1297317811320566,0.8914148545265198,0.1257268597020762,0.22298716106256536
10,0.0001,0.8831963978632532,0.130595778061835,0.8890961885452271,0.12004891306858262,0.214072608976457
11,0.0001,0.8753139695735893,0.1323287236828138,0.8870542979240418,0.12209082563710041,0.2172239957485043
12,0.0001,0.8682959687830222,0.13481397984084686,0.8697365736961364,0.12928576189599666,0.2286103522924289
13,0.0001,0.8640685388536165,0.13462593169095058,0.869286150932312,0.13312809555884247,0.23467608629889253
14,0.0001,0.8608229094081454,0.13560502817506534,0.8690604496002198,0.12581955708310494,0.22321341723419386
15,0.0001,0.8534938506405763,0.1384330254585445,0.8607769680023193,0.1283726939320153,0.22722186427062763
16,0.0001,0.8499616950449317,0.1396028359922633,0.8525379943847656,0.13633034792565704,0.23954618292713603
17,0.0001,0.8434246182441711,0.14264737740575856,0.8530967164039612,0.13522113307784184,0.23783357684292167
18,0.0001,0.8395315998732441,0.1441273425004909,0.8473706793785095,0.13757475507618952,0.24142825084776678
19,0.0001,0.8367232270915099,0.14512550443525066,0.845116958618164,0.13705068781526453,0.2406564231574576
20,0.0001,0.8321397232286858,0.14699534649441864,0.8432124710083008,0.13651714824320255,0.23979361757703405
21,0.0001,0.8272081204135009,0.1499232404509059,0.8372366976737976,0.14177460161742372,0.2479574991009148
22,0.0001,0.8255581590864394,0.150110452237836,0.842097990512848,0.1372511291229469,0.24101749694306127
23,0.0001,0.8211279511451721,0.15271251371596478,0.8340512180328369,0.1425350032778645,0.24903063045502324
24,0.0001,0.8167081252493039,0.15548310997859535,0.830539095401764,0.144124548987838,0.25142359127334424
25,0.0001,0.8137923918589197,0.15752056571376225,0.8279946446418762,0.1446360088897921,0.25216596063782715
26,0.0001,0.8098967906200525,0.16022970923370117,0.8297375154495239,0.14299950278122042,0.24965785780141478
27,0.0001,0.8087227970662744,0.1608028817697446,0.8248052167892456,0.1462352526921158,0.2544691509091538
28,0.0001,0.8055330587155891,0.16376081996030784,0.8232464647293091,0.14805892521773972,0.25732133861624645
29,0.0001,0.8033428011518536,0.16465051346270085,0.8238024973869323,0.14726341527870562,0.25611737454840594
